kind,etag,id,snippet.publishedAt,snippet.channelId,snippet.title,snippet.description,snippet.thumbnails.default.url,snippet.thumbnails.default.width,snippet.thumbnails.default.height,snippet.thumbnails.medium.url,snippet.thumbnails.medium.width,snippet.thumbnails.medium.height,snippet.thumbnails.high.url,snippet.thumbnails.high.width,snippet.thumbnails.high.height,snippet.channelTitle,snippet.tags,snippet.categoryId,snippet.liveBroadcastContent,snippet.localized.title,snippet.localized.description,contentDetails.duration,contentDetails.dimension,contentDetails.definition,contentDetails.caption,contentDetails.licensedContent,contentDetails.projection,status.uploadStatus,status.privacyStatus,status.license,status.embeddable,status.publicStatsViewable,status.madeForKids,statistics.viewCount,statistics.likeCount,statistics.favoriteCount,statistics.commentCount,snippet.thumbnails.standard.url,snippet.thumbnails.standard.width,snippet.thumbnails.standard.height,snippet.thumbnails.maxres.url,snippet.thumbnails.maxres.width,snippet.thumbnails.maxres.height,snippet.defaultLanguage,snippet.defaultAudioLanguage
youtube#video,cmoS_MnBGdqdZKuBsjesYuwjAOg,oPm-FwXoqok,2020-05-21T19:09:12Z,UC-MP2m_EBiSO0uiX3L7Tnsg,"GEMINI 💛""Dealing with the Amber heard..UGH!""💔🖤 LOSS OF INHERITANCE."" 👿 May 21, 2020",For personal readings book at jawbreakers1999@gmail.com payments to cvolosyn113080@gmail.com PayPal ONLY. NO MEDICAL NO LEGAL AND NO MISSING OBJECTS OR PEOPLE QUESTIONS THANKS LOL 😉😘😎👑🔥⚡,https://i.ytimg.com/vi/oPm-FwXoqok/default.jpg,120,90,https://i.ytimg.com/vi/oPm-FwXoqok/mqdefault.jpg,320,180,https://i.ytimg.com/vi/oPm-FwXoqok/hqdefault.jpg,480,360,The Archer Tarot 🏹,,22,none,"GEMINI 💛""Dealing with the Amber heard..UGH!""💔🖤 LOSS OF INHERITANCE."" 👿 May 21, 2020",For personal readings book at jawbreakers1999@gmail.com payments to cvolosyn113080@gmail.com PayPal ONLY. NO MEDICAL NO LEGAL AND NO MISSING OBJECTS OR PEOPLE QUESTIONS THANKS LOL 😉😘😎👑🔥⚡,PT31M19S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,510,20,0,9,https://i.ytimg.com/vi/oPm-FwXoqok/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/oPm-FwXoqok/maxresdefault.jpg,1280.0,720.0,,
youtube#video,-ECxCDnuEQNw1D4gd1PfH1vRHMU,qcbVzxfm9RY,2019-02-12T15:25:51Z,UCWMNUCpx68DruHVG9T1Bh0A,Amber Heard signing autographs at Narita airport(Japan)!! アンバーハード来日！成田空港 2019 2,Amber Heard signing autographs at Narita airport(Japan)!! アンバーハード来日！成田空港 2019 2,https://i.ytimg.com/vi/qcbVzxfm9RY/default.jpg,120,90,https://i.ytimg.com/vi/qcbVzxfm9RY/mqdefault.jpg,320,180,https://i.ytimg.com/vi/qcbVzxfm9RY/hqdefault.jpg,480,360,SPACE CONVOY Channel,"['AmberHeard', 'signingautograph', 'アンバーハード', '来日', '成田空港']",22,none,Amber Heard signing autographs at Narita airport(Japan)!! アンバーハード来日！成田空港 2019 2,Amber Heard signing autographs at Narita airport(Japan)!! アンバーハード来日！成田空港 2019 2,PT23S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,460,2,0,0,https://i.ytimg.com/vi/qcbVzxfm9RY/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/qcbVzxfm9RY/maxresdefault.jpg,1280.0,720.0,,
youtube#video,jFc3WrvHq-FkMpy4Uzaq0PkJcdo,rdCPc8byfx0,2012-11-26T05:47:37Z,UCSpvhvDjbg5zhnyeOQIWyzg,Amber Heard - Signing Autographs at 24 Hour Play on Broadway in NYC,"http://toppixautographs.com Amber Heard signed autographs at the 24 Hour Play on Broadway in New York City. For authentic autographed memorabilia of Amber Heard and many other celebrities, check out TopPix Autographs at http://toppixautographs.com Get the Best Deals on Authentic Autographs on our eBay Store at https://www.ebay.com/str/newgraphs

We use and recommend the experts at AutographCOA (ACOA) Autograph Authentication for third-party autograph certification! http://www.autographcoa.com/",https://i.ytimg.com/vi/rdCPc8byfx0/default.jpg,120,90,https://i.ytimg.com/vi/rdCPc8byfx0/mqdefault.jpg,320,180,https://i.ytimg.com/vi/rdCPc8byfx0/hqdefault.jpg,480,360,TopPix Autographs,['amber heard signing autographs'],24,none,Amber Heard - Signing Autographs at 24 Hour Play on Broadway in NYC,"http://toppixautographs.com Amber Heard signed autographs at the 24 Hour Play on Broadway in New York City. For authentic autographed memorabilia of Amber Heard and many other celebrities, check out TopPix Autographs at http://toppixautographs.com Get the Best Deals on Authentic Autographs on our eBay Store at https://www.ebay.com/str/newgraphs

We use and recommend the experts at AutographCOA (ACOA) Autograph Authentication for third-party autograph certification! http://www.autographcoa.com/",PT16S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,6471,43,0,5,https://i.ytimg.com/vi/rdCPc8byfx0/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/rdCPc8byfx0/maxresdefault.jpg,1280.0,720.0,,
youtube#video,jpCbkW8U8WjMCcR9oH3uXrrYAbA,s1NP_18IwXU,2018-09-18T14:50:20Z,UCSpvhvDjbg5zhnyeOQIWyzg,Amber Heard signs autographs for TopPix,"Amber Heard signed autographs for http://www.toppixautographs.com at the 2018 Toronto International Film Festival.

For authentic autographed memorabilia of Amber Heard and many other celebrities, check out TopPix Autographs at: http://www.toppixautographs.com

----------
Follow us on Social to see our latest celebrity autograph encounters:
----------
Facebook ► http://facebook.com/toppixautographs
Twitter ► http://twitter.com/toppix
----------

TopPix Autographs is:

RACC Trusted Seller #103 - http://www.racctrusted.com/
UACC Registered Dealer #328
AFTAL Approved Dealer #103 Get the Best Deals on Authentic Autographs on our eBay Store at https://www.ebay.com/str/newgraphs

We use and recommend the experts at AutographCOA (ACOA) Autograph Authentication for third-party autograph certification! http://www.autographcoa.com/",https://i.ytimg.com/vi/s1NP_18IwXU/default.jpg,120,90,https://i.ytimg.com/vi/s1NP_18IwXU/mqdefault.jpg,320,180,https://i.ytimg.com/vi/s1NP_18IwXU/hqdefault.jpg,480,360,TopPix Autographs,"['autographs', 'autographed', 'signed', 'signing', 'signs', 'memorabilia', 'collectibles', 'interview', 'fans', 'paparazzi', 'nyc', 'new york', 'new york city', 'Amber Heard']",24,none,Amber Heard signs autographs for TopPix,"Amber Heard signed autographs for http://www.toppixautographs.com at the 2018 Toronto International Film Festival.

For authentic autographed memorabilia of Amber Heard and many other celebrities, check out TopPix Autographs at: http://www.toppixautographs.com

----------
Follow us on Social to see our latest celebrity autograph encounters:
----------
Facebook ► http://facebook.com/toppixautographs
Twitter ► http://twitter.com/toppix
----------

TopPix Autographs is:

RACC Trusted Seller #103 - http://www.racctrusted.com/
UACC Registered Dealer #328
AFTAL Approved Dealer #103 Get the Best Deals on Authentic Autographs on our eBay Store at https://www.ebay.com/str/newgraphs

We use and recommend the experts at AutographCOA (ACOA) Autograph Authentication for third-party autograph certification! http://www.autographcoa.com/",PT31S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,215,1,0,0,https://i.ytimg.com/vi/s1NP_18IwXU/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/s1NP_18IwXU/maxresdefault.jpg,1280.0,720.0,,
youtube#video,W0FtwzLZrRSRQaJQUvQRhK5TM0k,U51KeDvts4c,2017-06-05T01:39:13Z,UCTuk7-hi3h7_jWl42f8iclQ,Sign of the Times - Harry Styles (Cover By Amber Heard),"My sister and I performing Sign of the Times by Harry Styles.

Amber's socials:
insta: amberhearrd
twitter: BadReputatiom
snapchat: amb3rheard

Savannah's socials:
insta: savannah.heard",https://i.ytimg.com/vi/U51KeDvts4c/default.jpg,120,90,https://i.ytimg.com/vi/U51KeDvts4c/mqdefault.jpg,320,180,https://i.ytimg.com/vi/U51KeDvts4c/hqdefault.jpg,480,360,Amber Heard,"['harry styles', 'music', 'yeti mic', 'sign of the times', 'piano']",10,none,Sign of the Times - Harry Styles (Cover By Amber Heard),"My sister and I performing Sign of the Times by Harry Styles.

Amber's socials:
insta: amberhearrd
twitter: BadReputatiom
snapchat: amb3rheard

Savannah's socials:
insta: savannah.heard",PT3M56S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,139,8,0,1,https://i.ytimg.com/vi/U51KeDvts4c/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/U51KeDvts4c/maxresdefault.jpg,1280.0,720.0,,
youtube#video,nqMkw9-RSwLBofJhBck5-GISLE4,UVjTAuhlLJQ,2010-09-25T21:50:30Z,UCSpvhvDjbg5zhnyeOQIWyzg,"Amber Tamblyn - Signing Autographs at ""Todd Margaret"" Series Premiere","http://toppixautographs.com Amber Tamblyn  signed autographs at the ""Increasingly Bad Decisions of Todd Margaret"" series premiere in New York City. For authentic autographed memorabilia of Amber Tamblyn and many other celebrities, check out TopPix Autographs at http://www.toppixautographs.com Get the Best Deals on Authentic Autographs on our eBay Store at https://www.ebay.com/str/newgraphs

We use and recommend the experts at AutographCOA (ACOA) Autograph Authentication for third-party autograph certification! http://www.autographcoa.com/",https://i.ytimg.com/vi/UVjTAuhlLJQ/default.jpg,120,90,https://i.ytimg.com/vi/UVjTAuhlLJQ/mqdefault.jpg,320,180,https://i.ytimg.com/vi/UVjTAuhlLJQ/hqdefault.jpg,480,360,TopPix Autographs,"['Amber', 'Tamblyn', 'signing', 'autographs', 'Increasingly', 'Bad', 'Decisions', 'of', 'Todd', 'Margaret', 'sisterhood', 'the', 'traveling', 'pants']",24,none,"Amber Tamblyn - Signing Autographs at ""Todd Margaret"" Series Premiere","http://toppixautographs.com Amber Tamblyn  signed autographs at the ""Increasingly Bad Decisions of Todd Margaret"" series premiere in New York City. For authentic autographed memorabilia of Amber Tamblyn and many other celebrities, check out TopPix Autographs at http://www.toppixautographs.com Get the Best Deals on Authentic Autographs on our eBay Store at https://www.ebay.com/str/newgraphs

We use and recommend the experts at AutographCOA (ACOA) Autograph Authentication for third-party autograph certification! http://www.autographcoa.com/",PT10S,2d,sd,false,False,rectangular,processed,public,youtube,True,True,False,668,1,0,0,,,,,,,,
youtube#video,UV4r0DUihFCS7-2ZUoqDRyoIWT0,VExiduyghqE,2014-03-06T13:28:19Z,UCSpvhvDjbg5zhnyeOQIWyzg,"Amber Heard - Signing Autographs at the ""Late Show with David Letterman"" in NYC","http://toppixautographs.com Amber Heard is seen signing autographs at the ""Late Show with David Letterman"" in New York City. For authentic autographed memorabilia of Amber Heard and many other celebrities, check out TopPix Autographs at http://toppixautographs.com Get the Best Deals on Authentic Autographs on our eBay Store at https://www.ebay.com/str/newgraphs

We use and recommend the experts at AutographCOA (ACOA) Autograph Authentication for third-party autograph certification! http://www.autographcoa.com/",https://i.ytimg.com/vi/VExiduyghqE/default.jpg,120,90,https://i.ytimg.com/vi/VExiduyghqE/mqdefault.jpg,320,180,https://i.ytimg.com/vi/VExiduyghqE/hqdefault.jpg,480,360,TopPix Autographs,"['signing', 'autographs', 'Amber Heard', 'letterman']",24,none,"Amber Heard - Signing Autographs at the ""Late Show with David Letterman"" in NYC","http://toppixautographs.com Amber Heard is seen signing autographs at the ""Late Show with David Letterman"" in New York City. For authentic autographed memorabilia of Amber Heard and many other celebrities, check out TopPix Autographs at http://toppixautographs.com Get the Best Deals on Authentic Autographs on our eBay Store at https://www.ebay.com/str/newgraphs

We use and recommend the experts at AutographCOA (ACOA) Autograph Authentication for third-party autograph certification! http://www.autographcoa.com/",PT1M5S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,811,5,0,0,https://i.ytimg.com/vi/VExiduyghqE/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/VExiduyghqE/maxresdefault.jpg,1280.0,720.0,,
youtube#video,Dy5OKOgdnYJsZNEScl71swLXRz4,vPnVS9r1tVQ,2013-07-24T04:02:48Z,UCB_of06Iemz-z_8LyXt-SAQ,Stan Lee's autograph signing.,Amber getting her print signed by Stan Lee.,https://i.ytimg.com/vi/vPnVS9r1tVQ/default.jpg,120,90,https://i.ytimg.com/vi/vPnVS9r1tVQ/mqdefault.jpg,320,180,https://i.ytimg.com/vi/vPnVS9r1tVQ/hqdefault.jpg,480,360,Chuckle Heads,,22,none,Stan Lee's autograph signing.,Amber getting her print signed by Stan Lee.,PT25S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,3634,76,0,,https://i.ytimg.com/vi/vPnVS9r1tVQ/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/vPnVS9r1tVQ/maxresdefault.jpg,1280.0,720.0,,
youtube#video,bfVYCjlpnAy3UG1yhttf5PaedoI,xmTQLiCJW6I,2020-05-19T21:34:33Z,UCNRpbMhrfnrKLRLahNDIQeg,Meeting Amber Heard Part 11 - The Bad Hands People,"Meeting Amber Heard Part 11 - The Bad Hands People

***Correction. Since I made this I found out the  petition is actually 400,000 signatures.

#amberheard
#justiceforjohnnydepp",https://i.ytimg.com/vi/xmTQLiCJW6I/default.jpg,120,90,https://i.ytimg.com/vi/xmTQLiCJW6I/mqdefault.jpg,320,180,https://i.ytimg.com/vi/xmTQLiCJW6I/hqdefault.jpg,480,360,"Geeks, Graves and Good Stuff",,24,none,Meeting Amber Heard Part 11 - The Bad Hands People,"Meeting Amber Heard Part 11 - The Bad Hands People

***Correction. Since I made this I found out the  petition is actually 400,000 signatures.

#amberheard
#justiceforjohnnydepp",PT2M39S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,250,11,0,0,https://i.ytimg.com/vi/xmTQLiCJW6I/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/xmTQLiCJW6I/maxresdefault.jpg,1280.0,720.0,,
youtube#video,XwBz6Elk6qGbkkihc_rKc45VA7o,xukxS2wFUTM,2021-12-29T16:11:27Z,UCSzDqPt5a72_Aqa0-hJiNEQ,Collaboration Corner 12/28/2021,"Tonight I review Haters' Tears by Bearded VATO.  I'll let you know if this makes the cut.  The profile is Bergamot, Amber & Passionfruit Guava.  Plus submit your own scent ideas and I'll pick one and make it for the next show!

Select your scents on our Create Your Own page:
https://ferociousbeard.com/products/create-your-own-custom-beard-oil

Save 15% with Code FEROCIOUS!",https://i.ytimg.com/vi/xukxS2wFUTM/default.jpg,120,90,https://i.ytimg.com/vi/xukxS2wFUTM/mqdefault.jpg,320,180,https://i.ytimg.com/vi/xukxS2wFUTM/hqdefault.jpg,480,360,FerociousBeardCompany,,24,none,Collaboration Corner 12/28/2021,"Tonight I review Haters' Tears by Bearded VATO.  I'll let you know if this makes the cut.  The profile is Bergamot, Amber & Passionfruit Guava.  Plus submit your own scent ideas and I'll pick one and make it for the next show!

Select your scents on our Create Your Own page:
https://ferociousbeard.com/products/create-your-own-custom-beard-oil

Save 15% with Code FEROCIOUS!",PT1H29M29S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,173,44,0,0,https://i.ytimg.com/vi/xukxS2wFUTM/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/xukxS2wFUTM/maxresdefault.jpg,1280.0,720.0,,en-US
youtube#video,EhUzXCLjTAJzh-kXnLjShNNH0hA,YcnC1TbgQAw,2015-05-06T20:21:13Z,UCXXJxQhvbECW20zW5lFvwjQ,Amber Heard signing autographs in NYC,"This video will be featured in our autograph collecting site: AutographsDepot.com

Our authentication videos are posted to verify the authenticity and provenance of autographed memorabilia available in our site and eBay Store.

Connect with us:
- Official website: www.AutographsDepot.com

- eBay Store: stores.ebay.com/autographsdepot

- Flickr: www.flickr.com/photos/autographsdepot/albums

- Instagram: www.instagram.com/AutographsDepot

- Facebook: www.facebook.com/AutographsDepot

- Twitter: twitter.com/AutographsDepot

- Email: AutographsDepot@gmail.com

** Some of our videos are muted to keep conversations, opinions, and topics private. 


This video is property of Autographs Depot  /  Mike Fulop.",https://i.ytimg.com/vi/YcnC1TbgQAw/default.jpg,120,90,https://i.ytimg.com/vi/YcnC1TbgQAw/mqdefault.jpg,320,180,https://i.ytimg.com/vi/YcnC1TbgQAw/hqdefault.jpg,480,360,Autographs Depot,"['Autographs Depot', 'www.AutographsDepot.com', 'Celebrities', 'Signing Autographs', 'Autographed', 'Real Signatures', 'Collecting Autographs', 'Authentication', 'Authenticated', 'Hand-Signed', 'Memorabilia', 'Buying Autographs', 'In-Person Autographs', 'Real Autographs', 'Autograph (Collection)', 'Obtained In-Person', 'Autograph (Industry)', 'Amber Heard (Celebrity)']",24,none,Amber Heard signing autographs in NYC,"This video will be featured in our autograph collecting site: AutographsDepot.com

Our authentication videos are posted to verify the authenticity and provenance of autographed memorabilia available in our site and eBay Store.

Connect with us:
- Official website: www.AutographsDepot.com

- eBay Store: stores.ebay.com/autographsdepot

- Flickr: www.flickr.com/photos/autographsdepot/albums

- Instagram: www.instagram.com/AutographsDepot

- Facebook: www.facebook.com/AutographsDepot

- Twitter: twitter.com/AutographsDepot

- Email: AutographsDepot@gmail.com

** Some of our videos are muted to keep conversations, opinions, and topics private. 


This video is property of Autographs Depot  /  Mike Fulop.",PT1M14S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,300,,0,,https://i.ytimg.com/vi/YcnC1TbgQAw/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/YcnC1TbgQAw/maxresdefault.jpg,1280.0,720.0,,
youtube#video,DxX-j8_JffPfhi3UKXughAj8SKw,ycZ9t026cpU,2011-03-31T06:15:48Z,UCLES9Mt9kGbDiNdUaT65QsQ,Furia Ciega Entrevista Amber Heard,http://www.facebook.com/furiaciegalapelicula,https://i.ytimg.com/vi/ycZ9t026cpU/default.jpg,120,90,https://i.ytimg.com/vi/ycZ9t026cpU/mqdefault.jpg,320,180,https://i.ytimg.com/vi/ycZ9t026cpU/hqdefault.jpg,480,360,furiaciega2011,"['furia', 'ciega', 'entrevista', 'amber', 'heard', '640x360']",1,none,Furia Ciega Entrevista Amber Heard,http://www.facebook.com/furiaciegalapelicula,PT8M43S,2d,sd,false,False,rectangular,processed,public,youtube,True,True,False,24064,66,0,4,,,,,,,,
youtube#video,Hx852eB38D54xf-er8bAVcwlF08,zDtpr_zzgBY,2020-09-16T23:15:06Z,UCXrhM5_Z11LvlvICp7T7_Dw,Amber Heard on autograph For his fans,"#HollywoodMonstersAmberHeard  #AmberHeard

omg amber has fans


Amber Heard on autograph For his fans
Amber Heard on autograph For his fans
Amber Heard on #autograph_For_his_fans
Amber Heard on autograph For his fans
Amber Heard on autograph For his fans
Amber Heard on autograph For his fans










































































""Copyright Disclaimer under Section 107 of the copyright act 1976, allowance is made for fair use for purposes such as criticism, comment, news reporting, scholarship, and research. Fair use is a use permitted by copyright statute that might otherwise be infringing.",https://i.ytimg.com/vi/zDtpr_zzgBY/default.jpg,120,90,https://i.ytimg.com/vi/zDtpr_zzgBY/mqdefault.jpg,320,180,https://i.ytimg.com/vi/zDtpr_zzgBY/hqdefault.jpg,480,360,Hollywood Monsters,"['amber heard', 'amber', 'heard']",22,none,Amber Heard on autograph For his fans,"#HollywoodMonstersAmberHeard  #AmberHeard

omg amber has fans


Amber Heard on autograph For his fans
Amber Heard on autograph For his fans
Amber Heard on #autograph_For_his_fans
Amber Heard on autograph For his fans
Amber Heard on autograph For his fans
Amber Heard on autograph For his fans










































































""Copyright Disclaimer under Section 107 of the copyright act 1976, allowance is made for fair use for purposes such as criticism, comment, news reporting, scholarship, and research. Fair use is a use permitted by copyright statute that might otherwise be infringing.",PT27S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,153,2,0,1,https://i.ytimg.com/vi/zDtpr_zzgBY/sddefault.jpg,640.0,480.0,,,,,en
youtube#video,XJJkzsAGj9klNc_HCKspkFGEOLw,_RhwkXS14wc,2018-10-12T06:11:54Z,UC6Pj4rE2fHMwige9eJ9koxg,Amber Heard signs for fans outside Porter Incredible Women Gala 2018 at Ebell of Los Angeles,,https://i.ytimg.com/vi/_RhwkXS14wc/default.jpg,120,90,https://i.ytimg.com/vi/_RhwkXS14wc/mqdefault.jpg,320,180,https://i.ytimg.com/vi/_RhwkXS14wc/hqdefault.jpg,480,360,PaparazziGamer Games,,22,none,Amber Heard signs for fans outside Porter Incredible Women Gala 2018 at Ebell of Los Angeles,,PT2M1S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,105,2,0,0,https://i.ytimg.com/vi/_RhwkXS14wc/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/_RhwkXS14wc/maxresdefault.jpg,1280.0,720.0,,
