kind,etag,id,snippet.publishedAt,snippet.channelId,snippet.title,snippet.description,snippet.thumbnails.default.url,snippet.thumbnails.default.width,snippet.thumbnails.default.height,snippet.thumbnails.medium.url,snippet.thumbnails.medium.width,snippet.thumbnails.medium.height,snippet.thumbnails.high.url,snippet.thumbnails.high.width,snippet.thumbnails.high.height,snippet.thumbnails.standard.url,snippet.thumbnails.standard.width,snippet.thumbnails.standard.height,snippet.thumbnails.maxres.url,snippet.thumbnails.maxres.width,snippet.thumbnails.maxres.height,snippet.channelTitle,snippet.tags,snippet.categoryId,snippet.liveBroadcastContent,snippet.defaultLanguage,snippet.localized.title,snippet.localized.description,snippet.defaultAudioLanguage,contentDetails.duration,contentDetails.dimension,contentDetails.definition,contentDetails.caption,contentDetails.licensedContent,contentDetails.projection,status.uploadStatus,status.privacyStatus,status.license,status.embeddable,status.publicStatsViewable,status.madeForKids,statistics.viewCount,statistics.favoriteCount,statistics.commentCount,statistics.likeCount,contentDetails.regionRestriction.allowed
youtube#video,BSio5mv8SO04rt774WePHZ788ms,SympPhBj0rU,2021-10-25T16:00:13Z,UCMpn3xVjGSB8zztwLjENjvw,"Amber Mark, Milk - Twice Baked Ep. 2: Salted Chocolate Chip Cookies","My debut album Three Dimensions Deep will be out on January 28, 2022. Pre-order now: https://ambermark.lnk.to/ThreeDimensionsDeepID
Tickets to my 2022 world tour are on sale now: https://www.ambermarkmusic.com/ 

Join Amber in the kitchen of Palma, New York as she bakes while she gets baked. This week she is joined by her friend Milk who helps her to make cookies! 

Listen to new single ""What It Is"": https://AmberMark.lnk.to/WhatItIsID 

Listen to Amber Mark's Complete Playlist: https://AmberMark.lnk.to/YouTubeCompleteID

Sign up to Amber's mailing list to be the first to hear about new releases and upcoming live dates: https://AmberMark.lnk.to/SignUpID 

Follow 
Instagram: https://AmberMark.lnk.to/InstagramID 
Spotify: https://AmberMark.lnk.to/SpotifyID 
Twitter: https://AmberMark.lnk.to/TwitterID 
Tik Tok: https://AmberMark.lnk.to/TikTokID 
Facebook: https://AmberMark.lnk.to/FacebookID


http://vevo.ly/Ll7uBK",https://i.ytimg.com/vi/SympPhBj0rU/default.jpg,120,90,https://i.ytimg.com/vi/SympPhBj0rU/mqdefault.jpg,320,180,https://i.ytimg.com/vi/SympPhBj0rU/hqdefault.jpg,480,360,https://i.ytimg.com/vi/SympPhBj0rU/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/SympPhBj0rU/maxresdefault.jpg,1280.0,720.0,AmberMarkVEVO,"['New York', 'music', 'weed', 'smoke', 'baked', 'wake and bake', 'wake & bake', 'psychedelic', 'good music', 'vibes', 'vibe', 'amber mark', 'mark amber', 'twice baked', 'cook', 'food', 'bake', 'three dimensions deep', 'third eye', 'kitchen', 'stoner', 'what it is']",10,none,,"Amber Mark, Milk - Twice Baked Ep. 2: Salted Chocolate Chip Cookies","My debut album Three Dimensions Deep will be out on January 28, 2022. Pre-order now: https://ambermark.lnk.to/ThreeDimensionsDeepID
Tickets to my 2022 world tour are on sale now: https://www.ambermarkmusic.com/ 

Join Amber in the kitchen of Palma, New York as she bakes while she gets baked. This week she is joined by her friend Milk who helps her to make cookies! 

Listen to new single ""What It Is"": https://AmberMark.lnk.to/WhatItIsID 

Listen to Amber Mark's Complete Playlist: https://AmberMark.lnk.to/YouTubeCompleteID

Sign up to Amber's mailing list to be the first to hear about new releases and upcoming live dates: https://AmberMark.lnk.to/SignUpID 

Follow 
Instagram: https://AmberMark.lnk.to/InstagramID 
Spotify: https://AmberMark.lnk.to/SpotifyID 
Twitter: https://AmberMark.lnk.to/TwitterID 
Tik Tok: https://AmberMark.lnk.to/TikTokID 
Facebook: https://AmberMark.lnk.to/FacebookID


http://vevo.ly/Ll7uBK",,PT5M58S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,3868,0,20,302,"['AD', 'AE', 'AF', 'AG', 'AI', 'AL', 'AM', 'AO', 'AQ', 'AR', 'AS', 'AT', 'AU', 'AW', 'AX', 'AZ', 'BA', 'BB', 'BD', 'BE', 'BF', 'BG', 'BH', 'BI', 'BJ', 'BL', 'BM', 'BN', 'BO', 'BQ', 'BR', 'BS', 'BT', 'BV', 'BW', 'BY', 'BZ', 'CA', 'CC', 'CD', 'CF', 'CG', 'CH', 'CI', 'CK', 'CL', 'CM', 'CN', 'CO', 'CR', 'CU', 'CV', 'CW', 'CX', 'CY', 'CZ', 'DE', 'DJ', 'DK', 'DM', 'DO', 'DZ', 'EC', 'EE', 'EG', 'EH', 'ER', 'ES', 'ET', 'FI', 'FJ', 'FK', 'FM', 'FO', 'FR', 'GA', 'GB', 'GD', 'GE', 'GF', 'GG', 'GH', 'GI', 'GL', 'GM', 'GN', 'GP', 'GQ', 'GR', 'GS', 'GT', 'GU', 'GW', 'GY', 'HK', 'HM', 'HN', 'HR', 'HT', 'HU', 'ID', 'IE', 'IL', 'IM', 'IN', 'IQ', 'IR', 'IS', 'IT', 'JE', 'JM', 'JO', 'JP', 'KE', 'KG', 'KH', 'KI', 'KM', 'KN', 'KR', 'KW', 'KY', 'KZ', 'LA', 'LB', 'LC', 'LI', 'LK', 'LR', 'LS', 'LT', 'LU', 'LV', 'LY', 'MA', 'MC', 'MD', 'ME', 'MF', 'MG', 'MH', 'MK', 'ML', 'MM', 'MN', 'MO', 'MP', 'MQ', 'MR', 'MS', 'MT', 'MU', 'MV', 'MW', 'MX', 'MY', 'MZ', 'NA', 'NC', 'NE', 'NF', 'NG', 'NI', 'NL', 'NO', 'NP', 'NR', 'NU', 'NZ', 'OM', 'PA', 'PE', 'PF', 'PG', 'PH', 'PK', 'PL', 'PM', 'PN', 'PR', 'PS', 'PT', 'PW', 'PY', 'QA', 'RE', 'RO', 'RS', 'RU', 'RW', 'SA', 'SB', 'SC', 'SD', 'SE', 'SG', 'SH', 'SI', 'SJ', 'SK', 'SL', 'SM', 'SN', 'SO', 'SR', 'ST', 'SV', 'SX', 'SY', 'SZ', 'TC', 'TD', 'TF', 'TG', 'TH', 'TJ', 'TK', 'TL', 'TM', 'TN', 'TO', 'TR', 'TT', 'TV', 'TW', 'TZ', 'UA', 'UG', 'UM', 'US', 'UY', 'UZ', 'VA', 'VC', 'VE', 'VG', 'VI', 'VN', 'VU', 'WF', 'WS', 'YE', 'YT', 'ZA', 'ZM', 'ZW']"
youtube#video,pCR2rLrtG3eHU73xLfbpNufHh0M,to0RvhM1m6g,2021-06-04T11:33:45Z,UC3in0pQX7q_ZYymCg8tgjFA,AMBER HEARD LOVLY WHATSAPP STATUS ll #short,"SUBSCRIBE OUR CHANNEL ☺️

https://youtube.com/channel/UCStvbhqreiaqiAn4x4fua9w


THIS IS VIDEO LINK...
https://youtube.com/shorts/to0RvhM1m6g?feature=share






THIS IS OUR FACEBOOK PAGE LINK...

https://www.facebook.com/letsgamingbd/",https://i.ytimg.com/vi/to0RvhM1m6g/default.jpg,120,90,https://i.ytimg.com/vi/to0RvhM1m6g/mqdefault.jpg,320,180,https://i.ytimg.com/vi/to0RvhM1m6g/hqdefault.jpg,480,360,,,,,,,lets gaming bd,,20,none,,AMBER HEARD LOVLY WHATSAPP STATUS ll #short,"SUBSCRIBE OUR CHANNEL ☺️

https://youtube.com/channel/UCStvbhqreiaqiAn4x4fua9w


THIS IS VIDEO LINK...
https://youtube.com/shorts/to0RvhM1m6g?feature=share






THIS IS OUR FACEBOOK PAGE LINK...

https://www.facebook.com/letsgamingbd/",,PT34S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,68,0,0,5,
youtube#video,Erx67sWaWOFOAmL475QSgJ0jWI8,tp2cFgSSSwc,2021-06-01T01:10:39Z,UCxB5Ff6noVXJIT9p-_x9HMA,😘🔥Amber heard wife of jonny deep status 🔥🥰 Bajre da sitta #loveatfirstsight #status #shorts #short,"Quadra Entertainment 

PRESENTED By:- Quadra Entertainment
#QuadraEntertainment",https://i.ytimg.com/vi/tp2cFgSSSwc/default.jpg,120,90,https://i.ytimg.com/vi/tp2cFgSSSwc/mqdefault.jpg,320,180,https://i.ytimg.com/vi/tp2cFgSSSwc/hqdefault.jpg,480,360,https://i.ytimg.com/vi/tp2cFgSSSwc/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/tp2cFgSSSwc/maxresdefault.jpg,1280.0,720.0,Quadra Entertainment,,24,none,,😘🔥Amber heard wife of jonny deep status 🔥🥰 Bajre da sitta #loveatfirstsight #status #shorts #short,"Quadra Entertainment 

PRESENTED By:- Quadra Entertainment
#QuadraEntertainment",,PT15S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,83,0,0,2,
youtube#video,NvSYFeAv-gbyxogbsSqHSi01hWg,V0TLzFiERCk,2017-08-25T15:31:06Z,UCSpcF_J6augQ28XmzvDubaQ,Amber Heard - World No1 popular product ranking recommend Vol.2,"World-No1.com ~❤ want lastest Top thing?
sub us~❤ 1 day just 1 min see all
the Products link❤:11. https://www.amazon.com/Amber-Unauthorized-Uncensored-Deluxe-Videos-ebook/dp/B00H4JAAZU?tag=%20worldno1-20

12. https://www.amazon.com/AMBER-HEARD-Wet-8x10-PHOTO/dp/B00HTQIO0Q?tag=%20worldno1-20

13. https://www.amazon.com/AMBER-gorgeous-signed-Registered-Dealer/dp/B01AZ3RG5S?tag=%20worldno1-20

14. https://www.amazon.com/River-Why-Zach-Gilford/dp/B0064ENKRQ?tag=%20worldno1-20

15. https://www.amazon.com/ExTerminators-Heather-Graham/dp/B004VE3I5U?tag=%20worldno1-20

16. https://www.amazon.com/3-Days-Kill-Kevin-Costner/dp/B00JA3RVG4?tag=%20worldno1-20

17. https://www.amazon.com/Khurd-Amber-Poster-24inch-34inch/dp/B01HVEWL3Q?tag=%20worldno1-20

18. https://www.amazon.com/River-Why-Zach-Gilford/dp/B005FXXTIW?tag=%20worldno1-20

19. https://www.amazon.com/Side-Fx-Amanda-Phillips/dp/B000EAPZ6A?tag=%20worldno1-20

World-No1 Beautiful Woman TOP 100
SUB US~❤ Just 1 min everyday, Meet your beauty

Want know lastest Top 100?  Follow your star ranking
We will make you more detail .. private…about beauty",https://i.ytimg.com/vi/V0TLzFiERCk/default.jpg,120,90,https://i.ytimg.com/vi/V0TLzFiERCk/mqdefault.jpg,320,180,https://i.ytimg.com/vi/V0TLzFiERCk/hqdefault.jpg,480,360,https://i.ytimg.com/vi/V0TLzFiERCk/sddefault.jpg,640.0,480.0,,,,World No1,"['world-no1', 'world-no1.com', 'world-no1 beautiful woman', 'top 100', 'no1 queen', 'queen of ranking', 'women ranking', 'beautiful ranking', 'girl ranking', 'woman ranking', 'top 10 ranking', 'star ranking', 'ranking', 'no1 girl', 'no1 beauty', 'no1 beautiful', 'no1 woman', 'random ranking', 'beautiful woman', 'girl', 'beauty']",24,none,,Amber Heard - World No1 popular product ranking recommend Vol.2,"World-No1.com ~❤ want lastest Top thing?
sub us~❤ 1 day just 1 min see all
the Products link❤:11. https://www.amazon.com/Amber-Unauthorized-Uncensored-Deluxe-Videos-ebook/dp/B00H4JAAZU?tag=%20worldno1-20

12. https://www.amazon.com/AMBER-HEARD-Wet-8x10-PHOTO/dp/B00HTQIO0Q?tag=%20worldno1-20

13. https://www.amazon.com/AMBER-gorgeous-signed-Registered-Dealer/dp/B01AZ3RG5S?tag=%20worldno1-20

14. https://www.amazon.com/River-Why-Zach-Gilford/dp/B0064ENKRQ?tag=%20worldno1-20

15. https://www.amazon.com/ExTerminators-Heather-Graham/dp/B004VE3I5U?tag=%20worldno1-20

16. https://www.amazon.com/3-Days-Kill-Kevin-Costner/dp/B00JA3RVG4?tag=%20worldno1-20

17. https://www.amazon.com/Khurd-Amber-Poster-24inch-34inch/dp/B01HVEWL3Q?tag=%20worldno1-20

18. https://www.amazon.com/River-Why-Zach-Gilford/dp/B005FXXTIW?tag=%20worldno1-20

19. https://www.amazon.com/Side-Fx-Amanda-Phillips/dp/B000EAPZ6A?tag=%20worldno1-20

World-No1 Beautiful Woman TOP 100
SUB US~❤ Just 1 min everyday, Meet your beauty

Want know lastest Top 100?  Follow your star ranking
We will make you more detail .. private…about beauty",en,PT1M2S,2d,sd,false,False,rectangular,processed,public,youtube,True,False,False,2,0,0,,
youtube#video,iigpKWvD9EqeXnfJUYX02i5Sm1Q,V9i_QS9Mtnc,2020-07-07T17:01:02Z,UCErM0ZEluVhe3CQua53BJ7A,"Hollywood Queen Amber Heard / please like , comments , subscribe",,https://i.ytimg.com/vi/V9i_QS9Mtnc/default.jpg,120,90,https://i.ytimg.com/vi/V9i_QS9Mtnc/mqdefault.jpg,320,180,https://i.ytimg.com/vi/V9i_QS9Mtnc/hqdefault.jpg,480,360,https://i.ytimg.com/vi/V9i_QS9Mtnc/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/V9i_QS9Mtnc/maxresdefault.jpg,1280.0,720.0,JACK SPARROW,,22,none,,"Hollywood Queen Amber Heard / please like , comments , subscribe",,,PT19S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,470,0,17,8,
youtube#video,bojmeAQi91b1YlyvilU_8okzkcc,W12biJoJrlI,2015-11-16T18:03:56Z,UCukIeJDs0JdXgmbK7WXU-UQ,Amber Heard fails to turn up to court appearance over Johnny Depp’s dogs,"Johnny Depp’s wife has once again been neither seen nor heard during a mention in a Queensland court of her famous dog-smuggling charges.
Amber Heard, the 29-year-old actress wife of Pirates of the Caribbean star Depp, was due to face Southport magistrates court on Monday.",https://i.ytimg.com/vi/W12biJoJrlI/default.jpg,120,90,https://i.ytimg.com/vi/W12biJoJrlI/mqdefault.jpg,320,180,https://i.ytimg.com/vi/W12biJoJrlI/hqdefault.jpg,480,360,https://i.ytimg.com/vi/W12biJoJrlI/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/W12biJoJrlI/maxresdefault.jpg,1280.0,720.0,Today news,"['\u202a\u202aAmber Heard\u202c', '\u202aJohnny Depp\u202c\u202c']",24,none,,Amber Heard fails to turn up to court appearance over Johnny Depp’s dogs,"Johnny Depp’s wife has once again been neither seen nor heard during a mention in a Queensland court of her famous dog-smuggling charges.
Amber Heard, the 29-year-old actress wife of Pirates of the Caribbean star Depp, was due to face Southport magistrates court on Monday.",en-US,PT49S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,40,0,1,1,
youtube#video,mMUbsuumDXVVUOxNzh5Kk5jWnO0,W2Z5SqEeElM,2021-10-12T07:06:58Z,UCU7THZ5zDoUwhMRxxLyS7ag,Amber Heard,"Amber Heard
Please give this slideshow a thumbs up/down so I know if people like the content on this channel. Thanks!
Subscribe for daily uploads of the worlds most beautiful women!",https://i.ytimg.com/vi/W2Z5SqEeElM/default.jpg,120,90,https://i.ytimg.com/vi/W2Z5SqEeElM/mqdefault.jpg,320,180,https://i.ytimg.com/vi/W2Z5SqEeElM/hqdefault.jpg,480,360,https://i.ytimg.com/vi/W2Z5SqEeElM/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/W2Z5SqEeElM/maxresdefault.jpg,1280.0,720.0,Pretty Faces,"['joshua milner', 'celebrity', 'face', 'faces', 'beauty', 'beautiful', 'pretty', 'hot', 'gorgeous', 'stunning', 'Amber Heard', 'amber', 'heard']",22,none,,Amber Heard,"Amber Heard
Please give this slideshow a thumbs up/down so I know if people like the content on this channel. Thanks!
Subscribe for daily uploads of the worlds most beautiful women!",,PT2M45S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,36,0,0,1,
youtube#video,AoEBUV18mMGWLYiyiZHInXHectU,wLkMI263c94,2021-07-12T17:53:21Z,UCz5xK2zDVlVsiE0n29L9B7Q,Amber Heard ❤️ Amber Heard watsapp status _Amber Heard wallpapers #shorts #tiktok #hollywood,"Created by InShot:https://inshotapp.com/share/youtube.html
@filmi Duniya Shorts 
Music: Whenever
Musician: LiQWYD",https://i.ytimg.com/vi/wLkMI263c94/default.jpg,120,90,https://i.ytimg.com/vi/wLkMI263c94/mqdefault.jpg,320,180,https://i.ytimg.com/vi/wLkMI263c94/hqdefault.jpg,480,360,https://i.ytimg.com/vi/wLkMI263c94/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/wLkMI263c94/maxresdefault.jpg,1280.0,720.0,filmi Duniya Shorts,"['#InShot', '#amberheard', '#hotamberheard', '#beautifulamberheard', '#unseenpicturesofamberheard', '#amberheardwatsappstatus', '#amberheardwallpapers', '#amberheardstyle', '#amberhearddresses', '#hollywood', '#hollywoodbeautifulactress', '#pinterest', '#shorts', '#youtubeshorts', '#reel', '#reels', '#tiktok']",22,none,,Amber Heard ❤️ Amber Heard watsapp status _Amber Heard wallpapers #shorts #tiktok #hollywood,"Created by InShot:https://inshotapp.com/share/youtube.html
@filmi Duniya Shorts 
Music: Whenever
Musician: LiQWYD",,PT5M16S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,34,0,0,4,
youtube#video,QojdHDXQkqLVF0VOdMvPq0MIgZo,WS50DWiJxh4,2021-09-28T09:22:39Z,UCBPzCDYClxnfWhQ06jdHM-g,Amber heard || makkhan ||😘🍓,#amberheard #depp,https://i.ytimg.com/vi/WS50DWiJxh4/default.jpg,120,90,https://i.ytimg.com/vi/WS50DWiJxh4/mqdefault.jpg,320,180,https://i.ytimg.com/vi/WS50DWiJxh4/hqdefault.jpg,480,360,https://i.ytimg.com/vi/WS50DWiJxh4/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/WS50DWiJxh4/maxresdefault.jpg,1280.0,720.0,Lovely Vibes,,24,none,,Amber heard || makkhan ||😘🍓,#amberheard #depp,,PT16S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,73,0,2,2,
youtube#video,OHh7lceHUNV70lPMFiUzphB8m_E,wW8GIc7pQaY,2021-11-18T15:18:15Z,UCX73wkoFjSOsjKC1TLo3Tmg,Amber Heard ☆,,https://i.ytimg.com/vi/wW8GIc7pQaY/default.jpg,120,90,https://i.ytimg.com/vi/wW8GIc7pQaY/mqdefault.jpg,320,180,https://i.ytimg.com/vi/wW8GIc7pQaY/hqdefault.jpg,480,360,https://i.ytimg.com/vi/wW8GIc7pQaY/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/wW8GIc7pQaY/maxresdefault.jpg,1280.0,720.0,AR Entertainment,,24,none,,Amber Heard ☆,,,PT4S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,208,0,0,15,
youtube#video,ZCG-U71HV4hE0BowY3N1vSUAV-c,y5hzC_SZVZI,2018-07-24T03:54:40Z,UCKz0J3d5neVmhJHwpS_c4vg,Amber Heard en comic con 2018,,https://i.ytimg.com/vi/y5hzC_SZVZI/default.jpg,120,90,https://i.ytimg.com/vi/y5hzC_SZVZI/mqdefault.jpg,320,180,https://i.ytimg.com/vi/y5hzC_SZVZI/hqdefault.jpg,480,360,https://i.ytimg.com/vi/y5hzC_SZVZI/sddefault.jpg,640.0,480.0,,,,universo Cine,,24,none,,Amber Heard en comic con 2018,,,PT15S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,491,0,2,1,
