,snippet.topLevelComment.snippet.authorChannelId.value
6946,UCmTelCF4zVgdOy2yhTLkfEQ
6947,UCKTHSOkVJmfBuUrn8ti3Qhw
6948,UCVVIxplAyiclmYNwbXQwhQQ
6950,UC2mxs-ofPThxkUEhaTop7pg
6951,UCys5II9f16ZhYMfWN2-4DZw
6952,UC_MVSIIeX0NFwvxPZ8o3cWQ
6954,UCZSf7lRVoY_rxm0TA9IguRQ
6955,UCgF6wuhEq0J68dZ_sT5Y3Dg
6956,UC1k0pBqfCGxRj5U-4zIyE4Q
6957,UCw3m-scyTdTN1qwHpQaVdtQ
6958,UCf38C5-U-HMDu9llRGtwc3A
6959,UCy_vZXon-cfT0F-KI1cE1MQ
6960,UC_xn76sMAOXC10hlw_IWvkw
6961,UC16MEu0DQeOUvFWuZ1_tvRQ
6962,UCx5341pRN_hWm9glSdR59MA
6963,UClKcQ2FQ_RBA9L0xAiMzw0A
6964,UCyOPeERnmwnepOMynq5mMrg
6965,UCrS6A6wg2lrTWeGXOutYL1w
6966,UCnS-jp2F8KZajz-MBbJjvlQ
6967,UC71vjqRoy18DJ9v7hnjPJCA
6969,UCw7QmFI1pUqKZovOyrSwSSQ
6970,UCX6eqglqZF2E5OKMJXeE5gQ
6971,UCQhUcyLnckRexVYM_IWBivA
6972,UCUJmubZrUPOrdY6_vWcqnXA
6973,UCJIfQug-n1fcWRM3lBh_m-A
6974,UCs7DJmOcNFMZ1MNfKEmaQhA
6975,UCKChsXcM1t7qejYvxiky5ag
6976,UC6J2dqxIWUpOI6LxUGyKPmQ
6977,UCZkFVUlwR7VkamO9qx7HYCw
6978,UCNptssHlSZq3IPQ25jkOUNw
6979,UC9Ig0WRzHaX_ic-bX5DHz9w
6980,UCd6ccpZqkTvYObYaw2o9dOA
6981,UCjXdqhdxVX-WkagXrS9NQ9g
6982,UCMC-h5KZUynL3jKpUfX372Q
6983,UCoP5Y7aBS8BP6OnaFv0wTqg
6984,UC3JCNqYGyp_onKUebRMaQ7Q
6985,UC8FHNBCe-qECOgwdvNDAZng
6986,UC5X8E8KONAscE8NfV3dlA7A
6987,UC7lnHW5ilrtwYGEhk7TutOw
6988,UCTkEovl5o1pURPTMoonxD7g
6989,UCOwkf_XD43kI6M9ODEbzBEw
6990,UC8vxZZ1kq2ShOgXXmLtyzUA
6991,UCMjnvxvGPPOIt-dvSdIV8uA
6994,UCnQUl10c97FVhQTHoHzNt_g
6995,UCGjLR1I_YarOqNZtK3JK4Ug
6996,UC0xLDJU7CW_G1kiYF2EFaOg
6997,UCvTNEPUfbjF8AJWo-nJZeQQ
6998,UCgBZjbNjezIzh6Zyj6eSu1w
6999,UC9WToUyldn6OU6lyNmb744Q
7000,UCGWUNCPCZN7xLpalhIHKv0A
7003,UCUSIxeslzsuLdDPPLXKidnQ
7005,UCfw829pmV1Ird1W4a00btgg
7006,UCOZBQQVKDFV8gK_SWifQHXQ
7007,UCTygXxCZaXM8UTYutZnNXWQ
7010,UCCD7akwJRSk7ZFcS0YpalKA
7011,UCijXs8eVIvXc-dWarZNwufw
7012,UCxV6t8J0Vb3WvoGZHLy9Prg
7013,UCEmGUIDI7yVVdkO-k8CYDVQ
7014,UC8bzLhyBENvwETlqHDrpApg
7015,UCw1OkSbX_LXoHWixQqDsyQQ
7016,UC4PGMKRZSDIE2R8ICJXzBWA
7017,UC5QT3UQwMqFg1aFKlx_UXxA
7019,UCWoTzQUksm0WmQTKuUHSgUQ
7020,UCXaecUAr1u5VrrjjVkdcscA
7021,UCS8UR1w3DcE8YwZfUpd2zvg
7022,UCZRk8Zct1JslBLshG4tHyYg
7023,UC_HTZLxuYeMbthCA8gX3bZA
7024,UCvmmAYXP3O2OlDC3alE1Hag
7025,UCad369s8mXIPV9lkOJ22h-g
7026,UCKmn4I0LDrdkf6nlxpbeE2w
7027,UCFRE8jNiHq47-a6zVLzRfEQ
7028,UCqjQElHsbD7IOkmYn5se__w
7029,UCm98TzXDuP5Xlp_0Smp2Hqg
7033,UC7KCP7dWG9Rn2NAk2nAgxMQ
7040,UCjAH7Z2LWYUj0Ll_kz8rHhA
7041,UC8UQbYjMDkLXPlUM37P4DPQ
7043,UCX5MbMO4VbaSDUiE4IRON0w
7044,UCjytPQItEiLzYZt6_Clw6uQ
7046,UC0we21mWHLj_JsR273MNX6w
7047,UCS-_4yRKVG91S0YN9vH8bdg
7048,UC-qI3TSizBaIEptfZAPE1xw
7053,UCkHvY2kJb_pUL_KbRSQzE1w
7055,UCMBlwB9R0Tsg36yL-HvZbTA
7056,UCVFCN6LZuqNvBaLjH0rhSGg
7057,UCuZ7taddy8e1zu8agAFpOrw
7058,UCK3V3tJjNz96MdEqzt8-J-w
7059,UCXOSkT7nZ9ZyVvZMNwvt_JQ
7060,UCZS55IYhdrpk4fcjw6VIYmQ
7062,UCG6_cgrEWsWNvxgbgbdp-Vg
7065,UChgQxbfd5VWXhbokob9hOBA
7070,UCNsh-ZTqkXtGqJs9eaiAlCw
7071,UCPziK7XQ3Da9xndGkE9O5PQ
7072,UCvy4eLcSZM1imUx7yD4X9zQ
7074,UCJptiZSv5S0S8W2OvAOTVhg
7075,UCBeFtf7bAyl4gbOYbOrAbiw
7076,UC6CU7YftfroqC-CegUo0psw
7078,UC10Oi-RkEoH0iPvZOLEm1Ag
7079,UCKAVSY-Q7Bp1F0xXox5bqgA
7080,UCQfOhhTrGGiEzYBlCu1g2JA
7081,UCSsXVynEAcTD7PP1PqmPrjQ
7082,UCeSezwzSh2yxXSvN4ugpgYw
7083,UCtQbeVMAdQb_vtxDp87GIAw
7084,UCFGwxvBu-3dz4WxHWCukj6g
7085,UCQJnkEEJvyR1NAKA8Sq5aXw
7086,UCrk106Rhiip4afRTUNGEZVQ
7087,UCK4SOEIXLoKt-oJeQaWwuXA
7088,UCXbdKzvqTZNeGfX-LitI23g
7089,UCg2kBxIBogJbWUGa3l0PDsg
7090,UCPYKGqONUXBtPPyP4GS5DbQ
7091,UChhTEnmqUUAkEUhpBpzXu4g
7092,UCIk_UzglyYxFIHTtKBwVzbA
7093,UCUSnjowro_k6OPqHLB924eg
7094,UCSCTvdQT7w8qj1CtBc2x1fA
7095,UCwP0CoBNLfyHnwC0qgbfoqw
7096,UCXPitpDBvrXIS3SX78LgWfg
7097,UCFmBY4PgEN9X6FI8M-yRBGA
7099,UCMN7bQfOnyQiv_ncDzVrfMA
7101,UCi4nDY6AaBiuQlqV14cwL-w
7102,UC25N2k_MH-49puoJPPTzqBg
7103,UCXhoarYGpPg8N0WGEtTUG4A
7104,UCg2VJYPatAnI9ZKzCmlNjAA
7105,UC7la0wQ3WifNaPb292hF2Aw
7106,UCe8V_GKqFwBDwlNo1pWoSFA
7108,UCPtcpM0662DGOsfbJBPaHHg
7109,UCCJJI56vU0n92pV3a8XxGVw
7110,UCfyXMJk_JybcAtB-9KW8UOA
7111,UCiYcwwd-YB6kqXetT9wjfuQ
7113,UC0QKgI0sa7FKqpEEZg9ESeQ
7115,UCU7ZbTgBwrLhZrFhvX0LR8g
7116,UC_YQFb7iGqmS97QKFZZ3eUQ
7117,UCzd8d-B96Fuv2m80R54ZVmw
7118,UCbJfmbJlmyGIbJhrDrXELTw
7120,UCdmvh4CtttDXWOd6Ks0ZTWA
7121,UCzuCtP33Qobx2r0ebY3Mx2w
7123,UCpDhyie-smIHF3uIBCg2qYA
7124,UC4kQmVANIn0BTySsnCFsgQg
7126,UCghybF1myHklh6pPNNS4lvg
7127,UCxKSap4_CxPmna1vOs1IgSw
7128,UCnS0U_963VRX6PMU3QTmAMg
7129,UCkFG0oYMVWcVsjIw0MAZ3nQ
7130,UCLXF81EWday_im2YIJHLozQ
7133,UCI7Q2F--59VHDvU0duwNp8g
7135,UCUPwr0emWDW4sydIWiS6yoA
7136,UCTOHhdhZAOitdXvruOovbMQ
7137,UCuPFnQlC7loOzmdqQJaXEIw
7138,UCG2gHL6SiJ6gvURgNSZOU2w
7139,UC-2cCIhMJh9gmm1_kK8rN2g
7140,UCNaNmUB6kEupgvk3HGnDFJQ
7141,UC980MEIJNSDf96gb961flYQ
7142,UCZq-PI7ulsbCJzH-zyXZdEA
7143,UCxwW0qEIRj5fAvDHlTrUWxg
7144,UCDZft4kctVayxFiAsoQ49pA
7145,UCqoB1OuoTA0btkR2UNvHz5Q
7146,UCVPuWqO4nmZCLBohF4uWozg
7147,UCxbDFnNrm5RLMDVRZcR4Jdw
7148,UCF9lvFee4eF-fmhjhzIu4IA
7149,UCcQGHN8jPvvUL99LKs9Hk7g
7150,UCq7QSiapRkFQHBqyoULDI-w
7151,UCKI14MfaC1SpFDpc0rsPFUQ
7152,UCpye7k75lmytKbwzpGmezuQ
7153,UClRu0gxUkVCTHuBGCJfhYFg
7154,UCxMa5G4emaNe8ZU2IUVr-Hw
7155,UCZby9IF9Yr5T5TcBqpo8Hww
7156,UCcD5NN7A5hwfEF4TIdLaQwg
7157,UCDLcJN-Ln_2bih3V-P2JN6Q
7158,UCF1e9ik1nnCQU9hitSgrNnA
7159,UCbzbddf1oS9kZLej9vGX0ag
7160,UCRtlguud0gZdkkuk9SZ1C-A
7161,UCdB1PJMM7xguUAM_EDVP4Gg
7163,UCLn9WujNSz2JOzddWsYsRCg
7164,UCFkd0ybmmuy8cH5yGqq9Xig
7166,UC_g0kpsZe5R2Qw9N-JsidiQ
7167,UCjw3LuA7TP82uRpLWeohV2Q
7168,UCmPLJ9vZAY2SrfSFxV9nAaQ
7169,UCPngb8_c-WaVnzvSc9qvHTQ
7171,UCzFSUIX5pIqwz41ds0Xe4Yw
7172,UC9IXxW6P6DPM845ELEuw3WQ
7173,UCMzrDvz7ZMhKq3J9ngR-fLA
7177,UCEgK0WspSC88szx2PQLZMqg
7178,UCxZ3GSApXKd5qv5fYjZkLaA
7179,UC2JHwPv-YUbqw4TLWGrhOiA
7180,UCxSMxIGksK3O4ejEuIZUELA
7181,UC6URRwsQppd5ASY3aH8aJpA
7182,UCLMxxE1u8_cGtWEZyd41wPg
7183,UChwkXIm78lnGKyKHGM4T9EQ
7184,UCe98OvNeWKP5JcF4nWkcYDQ
7185,UCdbUzrpd6hJTsWD-igoivtg
7186,UCfl8reZmF8Sf-C2aFGufu6A
7187,UCI7kRGr4Cr9Y14t0B-iC3Hw
7188,UCaco4ziHdglR7SpIDy4ogRQ
7189,UCk4AQChBndmeW5bJJ9fdj3A
7191,UCYtkmUyUMg4KeBDiSCUaGvg
7192,UCat10Nby41_x6MDYiLyPqOQ
7196,UCT5yZ6kA49l2P0Fdem9sSHA
7197,UCZNrY0ZdSRpo6GsaDuJdwkA
7198,UCVwgTbV0e93fhMXaFep4n6g
7205,UCSRtILgPZenRQEpN7q6VPmg
7207,UCR57nb4EG4iWGVjYtA6KzVQ
7209,UCZc4-7VxYCiYZhm4jIBsjOQ
7210,UCOLm2-OiU_lECgHFWhswBvw
7211,UCzsEhireKdXdroZmuV5o3hA
7212,UCCZwhbPeruI4S7amrZEabLA
7213,UCH6BOTsYBPkALsRGQEkjQmA
7214,UCdLG6I83G2zw1qLk7IAVf8Q
7217,UC5cpynlJGxVn5SEjx-fHfuQ
7218,UCdj325TxFmAjJ8zqzX8_Yig
7225,UCai52l3J09iVznwGmWKED4A
7226,UCJ8foOvC7uNV0-NvnWwSXhg
7229,UCjxFjEtxhYQw46SfWm2ehEg
7231,UCBBHvrXBV2_wZukOLsgiQow
7232,UCc_aVo8QVFuk7yAPGOOGoZg
7234,UCskdyN7xjlwuTUtgNQk7aBw
7235,UCfRLgnA-Xic_6GYkGsFaVJg
7236,UCqJdZJjzHbPYiZccAzeMgvA
7237,UCq6ptgHxiVS5dzWUQ4nybTQ
7238,UCWgPhaymmAeBtR4GXLK8aug
7239,UC_2v1HeVNNxnzGIw6Ia7bLw
7240,UCdzTnlPuckciSm_aOA5EMkg
7241,UCpD0BQOLaC-80L9Cwsklm4w
7242,UCkQbnlS7R97z8Xq9HhSOPHg
7243,UCtyaZAyLHLRoxFGBuUne7CQ
7244,UC3qgnnd2zlpQa-juPje50WA
7245,UC77n3X16J5WtGtoTMnO6YKA
7246,UCH2Micb297N5r6taAXIDSoA
7247,UC4rSmFV60Au_Wwo95ToCktg
7248,UCveUQnf0ZMdBTPQ80UuiALg
7249,UCydSIzUAm8RrrCmNvEsxTNg
7250,UCgJGDYPPUAD1xAberMzD4tQ
7251,UCOxNt1-axLiPw9w02kK3tgA
7252,UCVLP723qWI5zTj_3kFuoU1Q
7253,UCIksTx1Ce5k1MdqR_8c_YWA
7256,UC1EbroXfb-QXb8V_Jg8-Z1g
7257,UCt533HqsJXhLIUajFKuhNFQ
7258,UCCEklMFNtN42IVme84wG-YQ
7259,UCVCWCtpYl8tv-YxB98ViEXg
7260,UCh9-PI7iv6m-LSwwR78HuHw
7261,UCjxajGO-o8kRhKoRkHRdvZQ
7262,UCxfE4cMtr1GmTKeR9UyzJ7A
7263,UCxdGZt53R2U8B-V_Nwc_7aA
7264,UCv-VoYbDG5wQi3zpWM203mA
7265,UCdYbj9Sf078jIRWCIvMGpeQ
7266,UCfdHgovU4v5fh9vcRCjk58A
7269,UCnlhAM-SUu7mwISqU7tvEBg
7270,UC8oOQFngroeTvODv2cf5gdg
7282,UC7-nubsJXxGTQiPGW14Eu8Q
7285,UCMpVJ8mmwgcWYf3D-fLSp3w
7287,UC_viPgD4MRJu0H1EBWKd5hQ
7288,UCMIynVzKde0oOH6cEfgiSNw
7290,UCOcLxtzzwLz-pPSpc2YDS5A
7292,UC_oBRy_bcKxupYzY0g7mDVw
7293,UCjbWK9G4P7nm0yRWMpHiNfg
7294,UC0PK2P8xBTrBREv0pB6kK_A
7295,UCu3Tb2e9OJqe3rJcGT3wD5w
7296,UCYRUWeAZbNp4lkZp40VOoBw
7297,UCgFBwLP6kSyapAwtct2INqA
7298,UCNhTpSZEvY69URMi2LAyT8A
7299,UC1nFS04nW-pWkMv6VJR025A
7300,UCPZpwtGMmmKsSt9WJ9NbhbQ
7301,UC4kU51uLMAalJJp7pi2LqWw
7302,UClQGV98GvnG2fCausTRhdEg
7303,UCxq0IBQ4iuKsY29PMS5J-0g
7304,UCf7gty7637enfmd-wM6lTSA
7305,UCidD4mjz5N67oYiYeH_osuw
7306,UCL-TmL3PfblHljTurgLw9EA
7308,UC33tRyjcsp1sqNTQmrKJ0vg
7309,UCwveKUwh0eSly_NR5qYo_4g
7310,UCTVPZS-e0f-aVrAE6t4EVBA
7311,UCC5bz-xT_lVSrEoNXK_0sxg
7312,UCnrxHwIIH9vrrMDY90kML8w
7313,UC8MmeIU9a0gylYhGZNgAQhg
7315,UCYd4daemYM8rFTNF9F_1M3g
7317,UChhwOFfaap1gW1kPJnvtyzA
7318,UCnwxkc5-vzA6OPUsQR_nvLQ
7319,UCUVJ-sK3l75iJWFvEZ7SUbg
7320,UCTr0KbgaEcCIURmXZRIGAIw
7321,UCvP2chSWq0xK26AwILBhWhA
7322,UCaxRaYIH_bRwy_w8Ef0wvCg
7323,UC3Hs_pJG7ZYlvGsP6WCI5Bg
7324,UCbiwvUDpHxt1JZdHtKAiEbg
7325,UCy1_3R_Fbqda8MrsGeHi2Jg
7326,UCMYnSEs357Gmvt5aytMtFSQ
7327,UC8HKBCtPJ0NHBd3IOSCW9mQ
7330,UC7Ti-qBk3mvpUQnWfLy0QAw
7332,UCFoObYLT7otImR9MTSWKzLA
7333,UC64PsQF7aE8Z-m0Fy8KoVyQ
7336,UChunaxMuEnST-cA_l-R-1Ww
7340,UC0CYaNftJGs12qrLoJyg4Xg
7345,UCXGQLyoVdMzoEJjmrAFlzmw
7346,UCIsoBGebfu48Qejg3i5i_FA
7347,UCRq7jtnfs6PDPz-mk57ZPmQ
7348,UCganjLsNGAEbTCnxi5FYuIw
7349,UCaOalRl1iXU5_jfJwCMgo9g
7350,UCmgY3XB-NB-zKdkmRY77aCQ
7352,UCpREmsj_9-eXgxs_gN2Em4Q
7355,UCZEEyZdBs0s0CjNUVnWyVjw
7357,UCzY01525jqXgdQiKzngPbcg
7358,UCP7W_0RZhURrGvQkZNpkskw
7359,UChPWah1JujS96qtSBR0817A
7360,UC-qDWvjEUVEgQWJ8Eq2nHEA
7363,UCzVSKKg-Ca7dbDf3J8o96OA
7365,UCQuWeDuQj8RLK-I0st4moTg
7366,UCp6X4_NZwUXI07G0QvthmRA
7367,UCnybLePMpl4O3yoURgMpRbw
7369,UCqKVgjkea3foKhBqjDgLcPw
7370,UCmXCYz8Qe8yRQW_Q4lKm5Zg
7372,UCA8VD9YmDs302QS1fS4RI2w
7374,UCDRGNkQOBwdXg6hnqeD4tKA
7375,UCQ97VUxbQL9n_fpv0g0nVlQ
7376,UCC07wnm2IOshtDf860-yGqg
7377,UCLdcbAmrja0BCxH8VvNOy4g
7379,UCnT3vSfQDGKFv7-D5RY5Z8A
7381,UCsJuW4HScKSAkg6GgJA960A
7382,UC8si0Fo4mTakZee7k882XgQ
7383,UC9pdfaFLJ1g1vbO4g7ilreg
7385,UCc2vlFTfYUcKoebyDyyp87w
7386,UCsNci80sTPwmdNMCNQTBkeQ
7387,UCpvHpL2MJDqH1ylXQB1QGLg
7389,UCD18pPBy8U7uRywBLOsyOAw
7390,UCwHvlTERYx3KLMPcwYikTbg
7391,UCYO6V4jI4eNKnTd6z0sXPCQ
7392,UCkHwcZ7-1hqSTvkleo0-5wA
7393,UC-SgKi1KsQnkp60xzUN67KA
7394,UCIRuKLSAxmr_zP3Xipm9gvQ
7395,UCdfXgk-xecTCV5-_HCSVNgw
7397,UCVFpEWARwqjjrE45QvBjJOA
7399,UC0BFyLGjkqo1yHDSYaJdq_Q
7400,UC2oPO0wSpTpnOm55UBbNRvg
7401,UCEeGkgUqPdXKv-2lF1RBIvQ
7402,UCooif7vgb209yVlSgc9LtKw
7404,UCqFRB_e9kG8YjIqTxB1F2Ig
7405,UCYCjS2cqVnHr6Dwn96K2_YQ
7406,UCBsLxRYWoW2xciLmcmONHGQ
7407,UCLbCxFeabJL4zPqAaHiscaA
7408,UCxVG2z4wmfDS6XZQbYSDf_A
7409,UC3t6sAcFdBPb44owdpCsqMQ
7410,UChybjT47MQ_zt_HI10B51nA
7411,UCX6QZIgecssnQMwnjmHm-yg
7412,UCGGnAmwd-3job76q7e5foWg
7413,UChkccsAFfPwKxA4uN0xdWtA
7414,UCJRgGWC_iiHG_ABPlP2BRhA
7415,UCKPqFFbGgpjInqgP2BOSYQA
7417,UC4JPZgA9FRHzdTM-KN6gpbA
7418,UCwGL_BZSf3awwaKn9rgKpbQ
7419,UC9OBEjschVpcW-xC9v3QGOA
7420,UCnGQnNUDkUP3NCxfuZH1fMg
7422,UCd7QX1byqc2JnvAlxHsEMIQ
7432,UCTMTZoW7rcJO0nOXShp5qhQ
7433,UCxkdn6aS7rg4bF-e06lBgdA
7434,UC4A-cvjg5enPQbpUCAMCq-A
7435,UC0Xe9T_tA_crEineHpcbBzQ
7436,UCU6vmNMMRTn8r1k_cuthIrw
7437,UCZwzMccuW3x-T3Xvkzn5vAw
7438,UCfpb5LUVd6vLNlgRr-YEsKQ
7439,UCUwneOC8l4m9T0ype97vFIA
7440,UCAXlksk09HSU51mJx0wfNwg
7441,UC0Csr6e4RtehAyC4-D9lbwg
7445,UCJIx4xpDMoV1SG-sufF6JEw
7449,UC3p4BfkXz8qidEso_B6EX6A
7451,UClMlVVhlg-NJ-gALRucs42w
7452,UCJiJjlQ2bNxgdO5OoKcKg7Q
7453,UC0zMcGW8MNF7VJ7ynQriobw
7454,UCus7AuROw2QyLwD5Zrm9Qyw
7455,UCL-uaoNMaKgdCxEexLOEQKA
7456,UCaM3efjAaE40R0OJ5oG5qQw
7457,UCRgdtb0sAKdg2o7-e6rJxYA
7459,UC0EJSkJjwSvtiui_8H3-UvA
7460,UCliKcocv1LcLRsH3mm3sQZw
7462,UCD6NNURxUKpQ5sNYJEKYHwg
7463,UCuK2tpEcYvxJl1yc_iDdy8w
7464,UCSQt7Zw3AsiyX30yNZ0EGdw
7465,UCBhVZm59Vt0R_6z-GEw2KfA
7468,UCXuJ5K-wD5lfCvFaMgAuibg
7469,UCiNJqUDmSFZwehEKuEHA8jw
7472,UCRVmOVmrS0hurcuTQAnfPTg
7473,UCXZr3WbTuQ1GkYh33H_4pBw
7474,UCqAa-NiPareZ6ss2hPZ3bcA
7475,UCUHAd1gY0grV6PASIDVR77g
7476,UCanqpWDM1B-WF7WwPf-JZYA
7478,UCsVF6rRlw_6QN3WoZxXvG7Q
7479,UCE11zKlitCLQZ5UV4eRgFEw
7480,UCwUWJ0DlgmabYIGBwPPkedw
7481,UC29WFzv92oEvOniE3c96g-g
7482,UCDBxo1O7DMGuCrP-rygSq7A
7483,UCHsnD23c1_be7_HDerOUMSw
7484,UCKottP-NXvyTBMhSR32v3cA
7485,UClFvaMzQIhSUCYXKWebOZgg
7486,UC-EUo-t-R6Glxn5slllUbpw
7487,UCEqaISt5wHKC6jMWJbnN-vA
7489,UC3nG8TJPqeQvOIkRcdHtk2Q
7490,UC9zhj5prlJG0aXXE7BLNo0Q
7491,UC4mnkiNLsECNzMR_vtW5FbQ
7492,UCYqVo7oUW3RdqsJS91URcEg
7496,UCvXQqg7JXpZj7Uw_Y-LZS1g
7497,UCKXMpx2cjsHmm9KY9uCgBHg
7509,UCxvaKTwKxa_OSximwZRZpqA
7510,UCkYgk-gobmnCWvDoST1Nr_Q
7511,UCb0qVsqVP9j3nD-iqLpIlUw
7514,UC6tswJ8Q1UfzQti5PVgONVw
7515,UCALEypuRo5WDVXwpkKRibyw
7516,UCAp-giXmvOrAjeyVt8wB4Eg
7517,UCnmQ4RvXZCRIEraJwNO2VyA
7521,UCAnjB2GQ4LbAq2s-iWfnXOg
7522,UC3QTl6EU9-ybQ8rd--eXQIQ
7523,UC16fkZ0Grharm10i8UFml5w
7525,UCOXEw8SlOq5-NkbaiBlHong
7526,UCCvElWSi2VyJ0XPc8C-nPdg
7527,UCr3YyfoZNRuoyrLa8rBDssw
7528,UCKIHV8YEk1g51mqYS5MgVgw
7529,UCeVDWZsx6xjMU0D_TZgdJwg
7531,UCn24NEeyyEcAM5hZmBwmJkA
7534,UCW33YMvrvrqYS3vcio1jmsA
7536,UC2xeRy4cH2ZQOyrb7_ytCZA
7537,UCF0BAfgU0rDcBsGQ4qH_0ww
7538,UCrHqpjTEjMNY9709kWs0ATA
7539,UCaDasIcijNEB9VdZweg7rgA
7542,UCUmzlaGmRUMxZ29gcz6UQAw
7543,UCAwJ_dNTAWrSgIJ1lztnsog
7544,UCGJ3X7x2yUWV2BvtIoJVWaA
7546,UC4KTN-lHHawiGqbkptkQNtg
7548,UCiqkq07eIGH-T0_aCbOblTQ
7551,UCZQz0rEhPwpgsIRXasA75jQ
7552,UCZG1VQVHTvCQ-IGMJDPT1vw
7553,UC21udWupDYp7nMb43uvHSpA
7554,UC7HSPqXS-On9eh83XkRkpvA
7556,UCqpYNI9XBYtuA4qlGDBK5rQ
7558,UCsDNdWoF27bmH3igNLpwHSQ
7559,UCk6cwnyf92zNrzVUkbroR9A
7560,UCO9tT5t06NxIPQVCes-kcNw
7561,UCpSQX8PFeJoTGWaOMS6aKSQ
7562,UCqk8MZp0sM1OIr-wLjppSzQ
7563,UCUmezYc2Bhz6IzD2PQGkFzw
7564,UCkJBERQQ_-ywIHT5aFA50QQ
7565,UCSCUe5YH1RJQxvH3ErMXDkw
7566,UC0D9xX8J1jGMtGlae318pww
7567,UCX568AMFz7GfRtSOZgcJTwQ
7569,UClLvAhMhlOcobu0Sh-t75rw
7570,UC0ykCBUpeHW6cFYbJK75BBg
7571,UClims70NU8pE_liNZznw6jw
7572,UCN8hq4Xq7JGqqBRZfNwMqGg
7573,UCtocOkj_QFHq6SGOHuwfMSA
7574,UCvjb6pF05Z_FmXQb3YTXxtg
7575,UCedAc1kQnBok_aaCHt03AoA
7576,UCp2L49s1g2LcUCUMMS6stDQ
7577,UCeyUefMeu_EAPTDuveJF_2A
7578,UCiyAY2IeWyAcQpCPDiJxoyw
7579,UCQztaEnj4d7Sz-MNuu2359A
7580,UCby5V0P-wrTCa49TpCqgc_g
7581,UCdRqO43oabAnZCdlkujhzQg
7583,UCoUjoR-_zB4UC_bLcYJGNUQ
7584,UCBVciQLa9jl9EIoJvIhpn6g
7585,UC4M4tQRn_Tdha8xbdwYUHmA
7587,UCheO3emtOqORpEE1xTk711w
7588,UCVEZKyRoWYM4lVhyVjkqFpw
7589,UCWNh8iWh2LD9O614EdYbpyw
7590,UCcyl3mZuBDfe0XuEW2eHYMA
7591,UCbluX_NKjwaw_iP044057nA
7592,UC3E97JnHmGeqIl2hzubVNsg
7593,UCT-S0kC3m--Je1aImwK0M0g
7594,UCstYo8Td_zoWT-GHrK919yQ
7595,UCsDuryDe7xUMtDD57p1R5Yg
7596,UCsKqqvR3_kE0l6xCA-TvB9A
7597,UC6W9nyPkdm89nd2IQWW34Mg
7599,UCixedJ5ZrcLzq48wz4pULaA
7600,UCJ1FWtluZy03at5HwRzaJeA
7601,UCq_DkQiSqfA7czbD5tbESYQ
7602,UCOOiaVwzt6QN8nNvc39Wtig
7604,UCT13jPzh2qM3n_EgaMEocuw
7605,UCBis5C4zgRwYenzoHozjysg
7606,UCJqiFSonT68S0kPRcEHRIqg
7608,UCCroXe5kQlrsQVbIP_S0Urg
7610,UCcD-mGKBN5z_miR585uq_9g
7614,UCkJui2UHEd9pNm9BT5bWvbQ
7615,UCi3IBFNR_9f5m9jHtoKHOWg
7616,UC8QZZmclVlNHOJRXqVHQeQg
7617,UCCHB3XBDDeGoPb3EPNFomiQ
7618,UC2q47FXCFGfVY_YsvBS4M0Q
7619,UCLbbbsDJDmQdkF4lC8cjeVw
7620,UCc-O3g3Z04atsYuCdZeayyw
7621,UCKC6E3E9A_L5sY35sDNDoKA
7623,UCb2nI80AgS3Yd0i1Fs5rxLw
7626,UC3VPgoP79NUlfbMWoeElGEA
7632,UCXpKUC3qncYwdm9rOClev7Q
7633,UCakpLRMXLl0YYnPrgfwZt_w
7635,UCaDqgPCYHdZJRhsOApxNOPg
7636,UCEKUZQCMKJuYwKcfvauZ0ng
7637,UCtf254D3gVJ5RgiqFxdvuTQ
7638,UCyBRaa9wxkmi2hzWAAKYaOA
7643,UCiE9gIdXIOZhdKrIaAs472A
7645,UCmVnv0xmq8nhgxpGmzx41qQ
7646,UC0iKW4tCHKVNDT5vehBUCKA
7649,UC62Qt1PyH2cqrJR8b9F2dyA
7657,UCy_B75Z3ja_1GPkIDDmDcbA
7661,UCzx7NYJ2ihJbpOQuKwC8CBQ
7663,UCNySPUKrxmB9_iOYBo3IVVA
7665,UCs42HLcUDX-GUVw4UTFwf0Q
7675,UCmpj3qUApVfD-yZjs2xzimA
7676,UC_BN8NJ98ynrn_NO9LmCY_w
7677,UCtYqH662FZkbmARlN9Nfs8A
7678,UC2wivCLi5A-hO1knFzpOneA
7679,UCH-vXqcmi3D-9GXru02SWHQ
7680,UCrUGaUDSgxqOVsaZlbyJhfg
7681,UC8RVv-VdeS9UrjhRR5eF1fA
7682,UCnQuXAh3D5VbkgTxSTURBwA
7684,UCLLMQ78jZRqfQCSg6fZAs-A
7685,UCyiNGU6ERFuuxifSj8AjAPg
7686,UCF1djAORgV31lmXZPcNmoWQ
7687,UClDzuQtRbjIu8KE-pHVerwg
7689,UCWwegXnbWNbp_O7JUqjGG5g
7694,UC71w1U0x5zWvEyhY5SVylhg
7698,UCKzBznxXBT_-xObXoNKhaqg
7700,UCK4ipk8-zG-_lYWcJp1q7nQ
7702,UCygaBYAFQ3kLk81qSruzzwg
7704,UCOKC-UphoEbovp_3gAP3bog
7705,UC-pgQPuoi9QzowUOLlLgknQ
7708,UCmbEyZbGdPVAHj-46W4-X-g
